word1	word2	label	relation	fold
glider	artefact	True	hyper	test
bowl	aim	False	other	test
vitamin	lemon	False	other	test
cloth	table	False	other	test
rabbit	audit	False	other	test
object	robe	False	other	test
grape	fruit	True	hyper	test
wasp	animal	True	hyper	test
construction	hospital	False	other	test
turtle	amphibian	True	hyper	test
hammer	utensil	True	hyper	test
revolver	artifact	True	hyper	test
radish	vegetable	True	hyper	test
turtle	beast	True	hyper	test
hilt	sword	False	other	test
salmon	goldfish	False	other	test
beaver	creature	True	hyper	test
problem	library	False	other	test
yacht	craft	True	hyper	test
engine	ferry	False	other	test
leg	ant	False	other	test
artefact	frigate	False	other	test
language	tuna	False	other	test
inflow	catfish	False	other	test
eagle	creature	True	hyper	test
cranberry	berry	True	hyper	test
pineapple	plan	False	other	test
owl	pigeon	False	other	test
plumage	goose	False	other	test
cow	beast	True	hyper	test
robe	hat	False	other	test
artifact	grenade	False	other	test
shirt	good	True	hyper	test
train	anything	False	other	test
grape	reef	False	other	test
roof	villa	False	other	test
vest	artefact	True	hyper	test
missile	warhead	False	other	test
rifle	hockey	False	other	test
stair	cathedral	False	other	test
pig	vertebrate	True	hyper	test
sieve	filter	True	hyper	test
object	rifle	False	other	test
hawk	woodpecker	False	other	test
dresser	artifact	True	hyper	test
bowl	kitchenware	True	hyper	test
kalashnikov	revolver	False	other	test
spoon	screwdriver	False	other	test
clothes	dresser	False	other	test
hawk	raptor	True	hyper	test
cabbage	food	True	hyper	test
grain	corn	False	other	test
helicopter	craft	True	hyper	test
flute	instrument	True	hyper	test
circumcision	bag	False	other	test
castle	home	True	hyper	test
tree	cedar	False	other	test
produce	grape	False	other	test
alligator	frog	False	other	test
couch	object	True	hyper	test
bulb	turnip	False	other	test
truck	artefact	True	hyper	test
logo	scarf	False	other	test
hat	artefact	True	hyper	test
ambulance	conveyance	True	hyper	test
spinach	cucumber	False	other	test
stove	device	True	hyper	test
stove	migraine	False	other	test
carp	vertebrate	True	hyper	test
hat	italian	False	other	test
revolver	steel	False	other	test
wrench	croatia	False	other	test
artifact	violin	False	other	test
deer	bear	False	other	test
bottom	guitar	False	other	test
washer	refrigerator	False	other	test
turnip	root	True	hyper	test
robe	garment	True	hyper	test
pheasant	creature	True	hyper	test
yacht	artifact	True	hyper	test
giraffe	vertebrate	True	hyper	test
food	lettuce	False	other	test
silk	blouse	False	other	test
metal	bus	False	other	test
sweater	clothing	True	hyper	test
dress	artifact	True	hyper	test
coat	covering	True	hyper	test
whale	trout	False	other	test
castle	edifice	True	hyper	test
truck	vehicle	True	hyper	test
microphone	bottle	False	other	test
canine	coyote	False	other	test
pub	institution	True	hyper	test
object	axe	False	other	test
jacket	garment	True	hyper	test
food	onion	False	other	test
helicopter	artefact	True	hyper	test
pub	edifice	True	hyper	test
spoon	object	True	hyper	test
battleship	vessel	True	hyper	test
ship	battleship	False	other	test
battleship	glider	False	other	test
ruminant	goat	False	other	test
fork	utensil	True	hyper	test
carrot	root	True	hyper	test
coat	clothing	True	hyper	test
elephant	creature	True	hyper	test
phone	good	True	hyper	test
hotel	pub	False	other	test
dove	bounce	False	other	test
lion	carnivore	True	hyper	test
artefact	cannon	False	other	test
cucumber	food	True	hyper	test
dress	wear	True	hyper	test
revolver	weapon	True	hyper	test
wizard	spear	False	other	test
glider	aircraft	True	hyper	test
tree	poplar	False	other	test
parsley	produce	True	hyper	test
snake	animal	True	hyper	test
cherry	food	True	hyper	test
salary	turtle	False	other	test
chair	table	False	other	test
fork	tooth	False	other	test
phone	system	True	hyper	test
bomber	setting	False	other	test
fish	carp	False	other	test
vertebrate	coyote	False	other	test
antenna	wasp	False	other	test
train	vehicle	True	hyper	test
trumpet	artefact	True	hyper	test
saw	herat	False	other	test
bed	artifact	True	hyper	test
butterfly	affidavit	False	other	test
washer	device	True	hyper	test
sieve	artifact	True	hyper	test
fish	herring	False	other	test
shirt	garment	True	hyper	test
sweater	garment	True	hyper	test
commodity	hat	False	other	test
freezer	artifact	True	hyper	test
rabbit	squirrel	False	other	test
vest	commodity	True	hyper	test
deer	herbivore	True	hyper	test
swan	bird	True	hyper	test
pig	sheep	False	other	test
hawk	predator	True	hyper	test
fighter	warplane	True	hyper	test
cricket	butterfly	False	other	test
car	jet	False	other	test
vitamin	carrot	False	other	test
robe	commodity	True	hyper	test
horse	beast	True	hyper	test
oven	artifact	True	hyper	test
animal	hawk	False	other	test
pine	tooling	False	other	test
scarf	object	True	hyper	test
turnip	radish	False	other	test
copper	flute	False	other	test
bomb	device	True	hyper	test
peel	banana	False	other	test
sheep	mammal	True	hyper	test
library	site	True	hyper	test
car	vehicle	True	hyper	test
alligator	predator	True	hyper	test
cat	paw	False	other	test
cello	object	True	hyper	test
hatchet	weapon	True	hyper	test
scooter	necessity	False	other	test
tiger	creature	True	hyper	test
falcon	predator	True	hyper	test
fox	vertebrate	True	hyper	test
villa	house	True	hyper	test
artefact	saw	False	other	test
couch	furniture	True	hyper	test
produce	cucumber	False	other	test
blouse	apparel	True	hyper	test
cannon	device	True	hyper	test
washer	artefact	True	hyper	test
herring	seafood	True	hyper	test
hotel	edifice	True	hyper	test
glove	garment	True	hyper	test
lizard	alligator	False	other	test
bed	peninsula	False	other	test
cottage	camera	False	other	test
beet	clinician	False	other	test
rat	mammal	True	hyper	test
villa	edifice	True	hyper	test
goat	beast	True	hyper	test
bus	vehicle	True	hyper	test
villa	construction	True	hyper	test
lion	mammal	True	hyper	test
castle	lodging	True	hyper	test
snake	creature	True	hyper	test
metal	sieve	False	other	test
dresser	furnishing	True	hyper	test
sofa	desk	False	other	test
mackerel	dolphin	False	other	test
blouse	commodity	True	hyper	test
table	furniture	True	hyper	test
woodpecker	vertebrate	True	hyper	test
glider	artifact	True	hyper	test
cloak	artifact	True	hyper	test
beef	bull	False	other	test
workload	cloak	False	other	test
mackerel	fish	True	hyper	test
jacket	clothing	True	hyper	test
seafood	trout	False	other	test
pub	structure	True	hyper	test
fur	beaver	False	other	test
tiger	mammal	True	hyper	test
dolphin	tuna	False	other	test
spoon	tableware	True	hyper	test
sword	arm	True	hyper	test
juice	peach	False	other	test
vehicle	helicopter	False	other	test
turnip	produce	True	hyper	test
cucumber	carrot	False	other	test
moped	scooter	False	other	test
car	fighter	False	other	test
cod	vertebrate	True	hyper	test
artifact	bag	False	other	test
pistol	hatchet	False	other	test
pharaoh	mackerel	False	other	test
whale	seafood	True	hyper	test
drum	saxophone	False	other	test
animal	hornet	False	other	test
restaurant	battle	False	other	test
lion	predator	True	hyper	test
hawk	creature	True	hyper	test
hawk	bird	True	hyper	test
jacket	dress	False	other	test
axe	tool	True	hyper	test
point	screwdriver	False	other	test
cauliflower	rainbow	False	other	test
cucumber	garlic	False	other	test
artefact	revolver	False	other	test
fox	sub-committee	False	other	test
lion	mouth	False	other	test
rifle	arm	True	hyper	test
blouse	robe	False	other	test
bear	beast	True	hyper	test
flute	o	False	other	test
device	television	False	other	test
lemon	disguise	False	other	test
radio	good	True	hyper	test
hat	virus	False	other	test
timetable	frigate	False	other	test
blouse	spider	False	other	test
whale	windshield	False	other	test
instrument	cello	False	other	test
salmon	vertebrate	True	hyper	test
gun	pistol	False	other	test
animal	owl	False	other	test
rat	snout	False	other	test
glove	object	True	hyper	test
creature	pig	False	other	test
butterfly	insect	True	hyper	test
grape	berry	True	hyper	test
freezer	good	True	hyper	test
car	artefact	True	hyper	test
elephant	hospital	False	other	test
tiger	bull	False	other	test
hatchet	cannon	False	other	test
beet	produce	True	hyper	test
radio	commodity	True	hyper	test
stripe	lizard	False	other	test
train	artefact	True	hyper	test
giraffe	beast	True	hyper	test
ape	gorilla	False	other	test
cockroach	pest	True	hyper	test
phone	device	True	hyper	test
eye	frog	False	other	test
arm	dagger	False	other	test
oak	poplar	False	other	test
cloak	commodity	True	hyper	test
guitar	device	True	hyper	test
stereo	system	True	hyper	test
beast	lion	False	other	test
mackerel	seafood	True	hyper	test
bottle	artifact	True	hyper	test
phone	artefact	True	hyper	test
guy	castle	False	other	test
beast	bull	False	other	test
television	equipment	True	hyper	test
produce	coconut	False	other	test
bear	mammal	True	hyper	test
freezer	artefact	True	hyper	test
jar	vessel	True	hyper	test
top	piano	False	other	test
dishwasher	object	True	hyper	test
grasshopper	bug	True	hyper	test
saxophone	fare	False	other	test
sheep	cow	False	other	test
artefact	blouse	False	other	test
fox	mammal	True	hyper	test
snake	establishment	False	other	test
cashmere	scarf	False	other	test
commodity	freezer	False	other	test
elephant	beaver	False	other	test
appliance	phone	False	other	test
fork	cutlery	True	hyper	test
dress	clothes	True	hyper	test
table	functioning	False	other	test
piano	artefact	True	hyper	test
radio	object	True	hyper	test
bull	cluster	False	other	test
lime	strawberry	False	other	test
frog	force	False	other	test
scarf	garrison	False	other	test
wear	coat	False	other	test
device	saxophone	False	other	test
hat	garment	True	hyper	test
frog	turtle	False	other	test
table	furnishing	True	hyper	test
rat	lion	False	other	test
bomber	helicopter	False	other	test
coyote	carnivore	True	hyper	test
gorilla	primate	True	hyper	test
jacket	commodity	True	hyper	test
missile	grenade	False	other	test
corn	cereal	True	hyper	test
artifact	desk	False	other	test
flute	device	True	hyper	test
hat	headgear	True	hyper	test
freezer	directory	False	other	test
yacht	bus	False	other	test
visitor	castle	False	other	test
dial	phone	False	other	test
bowl	jar	False	other	test
artifact	couch	False	other	test
bomber	conveyance	True	hyper	test
spoon	artefact	True	hyper	test
hotel	castle	False	other	test
vertebrate	snake	False	other	test
violin	artefact	True	hyper	test
cloak	covering	True	hyper	test
beast	cat	False	other	test
crow	creature	True	hyper	test
tail	coyote	False	other	test
coat	artifact	True	hyper	test
acacia	tree	True	hyper	test
battleship	craft	True	hyper	test
phone	cable	False	other	test
jacket	object	True	hyper	test
goldfish	animal	True	hyper	test
owl	creature	True	hyper	test
bagpipe	guitar	False	other	test
bull	vertebrate	True	hyper	test
lemon	citrus	True	hyper	test
vest	skin	False	other	test
saxophone	artefact	True	hyper	test
sheep	snout	False	other	test
owl	vertebrate	True	hyper	test
sofa	furniture	True	hyper	test
jet	conveyance	True	hyper	test
equipment	radio	False	other	test
wasp	insect	True	hyper	test
ambulance	truck	False	other	test
stereo	device	True	hyper	test
hospital	building	True	hyper	test
villa	habitation	True	hyper	test
alligator	beast	True	hyper	test
carp	creature	True	hyper	test
foot	dove	False	other	test
instrument	piano	False	other	test
stalk	broccoli	False	other	test
hotel	lodging	True	hyper	test
hornet	creature	True	hyper	test
lizard	beast	True	hyper	test
vest	clothing	True	hyper	test
oven	television	False	other	test
fox	mouth	False	other	test
artefact	sieve	False	other	test
eye	cow	False	other	test
robe	commentary	False	other	test
gun	artefact	True	hyper	test
fighter	artifact	True	hyper	test
dwelling	castle	False	other	test
pistol	artifact	True	hyper	test
topside	battleship	False	other	test
rabbit	leg	False	other	test
vessel	mug	False	other	test
castle	season	False	other	test
corn	infertility	False	other	test
gia	dress	False	other	test
stereo	reservation	False	other	test
fork	tool	True	hyper	test
liberalization	falcon	False	other	test
radio	canvas	False	other	test
shirt	artefact	True	hyper	test
fighter	aircraft	True	hyper	test
back	train	False	other	test
bus	artifact	True	hyper	test
chair	object	True	hyper	test
steel	saw	False	other	test
screwdriver	artefact	True	hyper	test
animal	eagle	False	other	test
construction	cathedral	False	other	test
steel	oven	False	other	test
turnip	dyslexia	False	other	test
giraffe	leg	False	other	test
donkey	hair	False	other	test
beetle	animal	True	hyper	test
cathedral	edifice	True	hyper	test
dress	apparel	True	hyper	test
pigeon	creature	True	hyper	test
donkey	vertebrate	True	hyper	test
bazooka	gun	False	other	test
bus	artefact	True	hyper	test
violin	object	True	hyper	test
deer	vertebrate	True	hyper	test
hat	headdress	True	hyper	test
herring	animal	True	hyper	test
chair	artifact	True	hyper	test
hotel	accommodation	True	hyper	test
eye	swan	False	other	test
trout	creature	True	hyper	test
hat	accessory	True	hyper	test
cathedral	structure	True	hyper	test
corn	vegetable	True	hyper	test
saw	artifact	True	hyper	test
motorcycle	artefact	True	hyper	test
potato	produce	True	hyper	test
interior	fighter	False	other	test
jet	artefact	True	hyper	test
liar	whale	False	other	test
elephant	animal	True	hyper	test
plant	elm	False	other	test
sieve	kitchenware	True	hyper	test
chair	furniture	True	hyper	test
frog	beast	True	hyper	test
shovel	artifact	True	hyper	test
grenade	object	True	hyper	test
advantage	sword	False	other	test
starboard	frigate	False	other	test
lettuce	produce	True	hyper	test
bowl	artifact	True	hyper	test
rabbit	animal	True	hyper	test
licence	rabbit	False	other	test
frigate	bomber	False	other	test
speaker	radio	False	other	test
vertebrate	sheep	False	other	test
plum	fruit	True	hyper	test
scale	turtle	False	other	test
elephant	herbivore	True	hyper	test
spoon	empathy	False	other	test
appliance	oven	False	other	test
villa	structure	True	hyper	test
kitchenware	jar	False	other	test
alligator	carnivore	True	hyper	test
castle	defence	True	hyper	test
piano	furniture	True	hyper	test
device	gun	False	other	test
rifle	firearm	True	hyper	test
whale	cod	False	other	test
flute	artefact	True	hyper	test
clothing	scarf	False	other	test
horse	herbivore	True	hyper	test
yacht	vessel	True	hyper	test
robin	creature	True	hyper	test
bit	horse	False	other	test
cypress	plant	True	hyper	test
phone	equipment	True	hyper	test
car	artifact	True	hyper	test
shirt	pattern	False	other	test
device	rifle	False	other	test
bowl	utensil	True	hyper	test
artifact	knife	False	other	test
stone	cherry	False	other	test
falcon	claw	False	other	test
hospital	structure	True	hyper	test
rat	beast	True	hyper	test
dress	lace	False	other	test
onion	corn	False	other	test
ant	bug	True	hyper	test
shovel	smile	False	other	test
oven	artefact	True	hyper	test
birch	tree	True	hyper	test
bomber	warplane	True	hyper	test
iron	knife	False	other	test
cloak	trousers	False	other	test
banana	fruit	True	hyper	test
cod	carp	False	other	test
battleship	warship	True	hyper	test
skin	pear	False	other	test
conveyance	truck	False	other	test
carrot	turnip	False	other	test
coat	commodity	True	hyper	test
falcon	underdog	False	other	test
axe	utensil	True	hyper	test
joke	coat	False	other	test
vest	apparel	True	hyper	test
axe	cutlery	True	hyper	test
bomb	artefact	True	hyper	test
engine	missile	False	other	test
strawberry	produce	True	hyper	test
truck	helicopter	False	other	test
radio	stereo	False	other	test
appliance	television	False	other	test
television	system	True	hyper	test
ferry	outfielder	False	other	test
giraffe	herbivore	True	hyper	test
pattern	sweater	False	other	test
bottle	container	True	hyper	test
eagle	predator	True	hyper	test
scholar	missile	False	other	test
cottage	housing	True	hyper	test
shirt	commodity	True	hyper	test
owl	veracity	False	other	test
collar	shirt	False	other	test
back	glider	False	other	test
crow	animal	True	hyper	test
cottage	home	True	hyper	test
dress	artefact	True	hyper	test
revolver	pistol	True	hyper	test
whale	food	True	hyper	test
bomber	aircraft	True	hyper	test
cow	mammal	True	hyper	test
apparel	shirt	False	other	test
bomber	artifact	True	hyper	test
revolver	device	True	hyper	test
sofa	declaration	False	other	test
bookshop	stove	False	other	test
hatchet	artefact	True	hyper	test
boat	yacht	False	other	test
penguin	dove	False	other	test
battleship	bus	False	other	test
robin	vertebrate	True	hyper	test
dagger	pommel	False	other	test
jam	jar	False	other	test
vertebrate	frog	False	other	test
shovel	spoon	False	other	test
tobacco	vest	False	other	test
sofa	artefact	True	hyper	test
wood	box	False	other	test
durability	jet	False	other	test
cockroach	bug	True	hyper	test
violin	instrument	True	hyper	test
screwdriver	object	True	hyper	test
fork	object	True	hyper	test
wardrobe	characteristic	False	other	test
cloak	artefact	True	hyper	test
jet	aircraft	True	hyper	test
dolphin	vertebrate	True	hyper	test
commodity	glove	False	other	test
woodpecker	animal	True	hyper	test
mackerel	food	True	hyper	test
ear	corn	False	other	test
table	couch	False	other	test
object	flute	False	other	test
trumpet	piano	False	other	test
sweater	artefact	True	hyper	test
creature	fox	False	other	test
shirt	underpants	False	other	test
bed	furnishing	True	hyper	test
potato	vegetable	True	hyper	test
apple	food	True	hyper	test
ferry	motorcycle	False	other	test
villa	speed	False	other	test
squirrel	vertebrate	True	hyper	test
apricot	republican	False	other	test
potato	food	True	hyper	test
apricot	fruit	True	hyper	test
fuse	bomb	False	other	test
jet	plane	True	hyper	test
dagger	device	True	hyper	test
back	couch	False	other	test
radish	food	True	hyper	test
piano	device	True	hyper	test
peach	coconut	False	other	test
windshield	jet	False	other	test
blouse	wear	True	hyper	test
goldfish	pet	True	hyper	test
bottom	bag	False	other	test
onion	produce	True	hyper	test
helicopter	conveyance	True	hyper	test
pine	evergreen	True	hyper	test
pineapple	food	True	hyper	test
seafood	salmon	False	other	test
jacket	artefact	True	hyper	test
canoe	ferry	False	other	test
herring	food	True	hyper	test
sweater	object	True	hyper	test
rifle	artifact	True	hyper	test
washer	object	True	hyper	test
robin	animal	True	hyper	test
saxophone	object	True	hyper	test
bowl	inside	False	other	test
crow	coward	False	other	test
sieve	object	True	hyper	test
object	box	False	other	test
lizard	creature	True	hyper	test
woodpecker	creature	True	hyper	test
cabbage	produce	True	hyper	test
car	goody	False	other	test
coyote	petal	False	other	test
fridge	artefact	True	hyper	test
ambulance	artifact	True	hyper	test
spade	object	True	hyper	test
spoon	container	True	hyper	test
animal	pheasant	False	other	test
coat	opposition	False	other	test
ear	squirrel	False	other	test
exterior	bottle	False	other	test
parsley	vegetable	True	hyper	test
hornet	effectiveness	False	other	test
creature	mackerel	False	other	test
elephant	triumph	False	other	test
pheasant	sparrow	False	other	test
garment	cloak	False	other	test
creature	dolphin	False	other	test
radio	device	True	hyper	test
villa	site	True	hyper	test
cannon	chamber	False	other	test
scarf	apparel	True	hyper	test
swan	creature	True	hyper	test
gorilla	elephant	False	other	test
oven	device	True	hyper	test
hawk	goose	False	other	test
elevator	library	False	other	test
guitar	trumpet	False	other	test
spoon	tool	True	hyper	test
ferry	artefact	True	hyper	test
spade	submissiveness	False	other	test
dishwasher	artefact	True	hyper	test
dagger	object	True	hyper	test
inside	hat	False	other	test
frigate	ship	True	hyper	test
ant	animal	True	hyper	test
bird	eagle	False	other	test
television	artefact	True	hyper	test
cod	salmon	False	other	test
cedar	evergreen	True	hyper	test
grasshopper	creature	True	hyper	test
telephone	television	False	other	test
shovel	artefact	True	hyper	test
creature	ant	False	other	test
truck	artifact	True	hyper	test
cannon	object	True	hyper	test
alligator	reptile	True	hyper	test
flower	willow	False	other	test
covering	glove	False	other	test
gorilla	foot	False	other	test
plantation	battleship	False	other	test
pillow	bed	False	other	test
truck	m	False	other	test
something	robe	False	other	test
cat	animal	True	hyper	test
cushion	chair	False	other	test
tanker	artifact	True	hyper	test
motorcycle	conveyance	True	hyper	test
commodity	dress	False	other	test
screwdriver	utensil	True	hyper	test
butt	gun	False	other	test
object	coat	False	other	test
spade	utensil	True	hyper	test
robe	front	False	other	test
helicopter	aircraft	True	hyper	test
iron	spade	False	other	test
stereo	commodity	True	hyper	test
construction	castle	False	other	test
inn	restaurant	False	other	test
artefact	hammer	False	other	test
stocking	sweater	False	other	test
deer	ear	False	other	test
fork	hatchet	False	other	test
desk	artefact	True	hyper	test
elm	tree	True	hyper	test
key	saxophone	False	other	test
covering	jacket	False	other	test
dishwasher	good	True	hyper	test
jacket	pulse	False	other	test
garlic	food	True	hyper	test
pistol	cartridge	False	other	test
jar	container	True	hyper	test
artifact	blouse	False	other	test
cetacean	whale	False	other	test
food	turtle	False	other	test
dishwasher	masonry	False	other	test
bomber	airplane	True	hyper	test
carp	trespasser	False	other	test
learner	fridge	False	other	test
sword	artefact	True	hyper	test
desk	furnishing	True	hyper	test
stereo	artifact	True	hyper	test
vulture	raptor	True	hyper	test
bull	animal	True	hyper	test
fighter	conveyance	True	hyper	test
artifact	washer	False	other	test
wardrobe	object	True	hyper	test
lettuce	vegetable	True	hyper	test
spear	device	True	hyper	test
animal	bear	False	other	test
mug	artefact	True	hyper	test
fuel	scooter	False	other	test
snout	donkey	False	other	test
jaw	bear	False	other	test
scarf	poem	False	other	test
creature	horse	False	other	test
lemon	food	True	hyper	test
exterior	mug	False	other	test
fridge	device	True	hyper	test
blouse	clothes	True	hyper	test
beaver	coyote	False	other	test
glove	bonfire	False	other	test
pine	tree	True	hyper	test
stove	commodity	True	hyper	test
object	vest	False	other	test
banjo	flute	False	other	test
cutlery	knife	False	other	test
goat	food	True	hyper	test
tanker	hull	False	other	test
rabbit	vertebrate	True	hyper	test
scissors	hatchet	False	other	test
coconut	fruit	True	hyper	test
broccoli	film	False	other	test
guitar	liturgy	False	other	test
cathedral	church	True	hyper	test
authorisation	dagger	False	other	test
fox	animal	True	hyper	test
beaver	animal	True	hyper	test
gorilla	beast	True	hyper	test
catfish	seafood	True	hyper	test
radish	vinyl	False	other	test
restaurant	structure	True	hyper	test
creature	catfish	False	other	test
structure	library	False	other	test
deer	ruminant	True	hyper	test
glove	accessory	True	hyper	test
fabric	coat	False	other	test
tuna	creature	True	hyper	test
hawk	head	False	other	test
box	container	True	hyper	test
hospital	institution	True	hyper	test
strawberry	fruit	True	hyper	test
fridge	artifact	True	hyper	test
tanker	craft	True	hyper	test
plumage	falcon	False	other	test
frigate	vessel	True	hyper	test
bodice	dress	False	other	test
turtle	alligator	False	other	test
knife	tool	True	hyper	test
scarf	commodity	True	hyper	test
artifact	radio	False	other	test
donkey	beast	True	hyper	test
spinach	food	True	hyper	test
fox	carnivore	True	hyper	test
vest	trousers	False	other	test
missile	rocket	True	hyper	test
trout	catfish	False	other	test
corn	produce	True	hyper	test
frigate	artifact	True	hyper	test
rat	beaver	False	other	test
fridge	object	True	hyper	test
restaurant	construction	True	hyper	test
jacket	hat	False	other	test
cod	food	True	hyper	test
shell	grenade	False	other	test
fox	giraffe	False	other	test
hat	crown	False	other	test
cloak	wear	True	hyper	test
alligator	eye	False	other	test
scooter	vehicle	True	hyper	test
vertebrate	goose	False	other	test
vehicle	glider	False	other	test
spade	wrench	False	other	test
chameleon	lizard	False	other	test
pheasant	vertebrate	True	hyper	test
grape	food	True	hyper	test
peach	lime	False	other	test
swan	vertebrate	True	hyper	test
castle	building	True	hyper	test
object	table	False	other	test
radio	wire	False	other	test
phone	commodity	True	hyper	test
bomber	aeroplane	True	hyper	test
giraffe	mammal	True	hyper	test
rocket	fighter	False	other	test
spear	object	True	hyper	test
cathedral	pub	False	other	test
furnishing	chair	False	other	test
sheep	creature	True	hyper	test
hat	robe	False	other	test
salmon	fish	True	hyper	test
cloak	greenbelt	False	other	test
pineapple	produce	True	hyper	test
wardrobe	furniture	True	hyper	test
cathedral	candle	False	other	test
computer	stereo	False	other	test
trumpet	violin	False	other	test
castle	door	False	other	test
dress	garment	True	hyper	test
vertebrate	cow	False	other	test
dagger	artifact	True	hyper	test
knife	kitchenware	True	hyper	test
turtle	creature	True	hyper	test
sofa	artifact	True	hyper	test
helicopter	top	False	other	test
hat	blouse	False	other	test
garlic	spice	True	hyper	test
grapefruit	fruit	True	hyper	test
shirt	object	True	hyper	test
scarf	artifact	True	hyper	test
hat	clothing	True	hyper	test
crust	glove	False	other	test
violin	club	False	other	test
mackerel	vertebrate	True	hyper	test
villa	castle	False	other	test
bull	creature	True	hyper	test
coat	garment	True	hyper	test
fridge	food	False	other	test
hospital	patient	False	other	test
onion	vegetable	True	hyper	test
artifact	ferry	False	other	test
television	good	True	hyper	test
alligator	courthouse	False	other	test
site	hospital	False	other	test
conveyance	scooter	False	other	test
brick	pub	False	other	test
hammer	object	True	hyper	test
vertebrate	tuna	False	other	test
gorilla	vertebrate	True	hyper	test
conveyance	glider	False	other	test
lizard	eye	False	other	test
wasp	occupation	False	other	test
carrot	ssa	False	other	test
potato	stooge	False	other	test
cow	cattle	True	hyper	test
snake	reptile	True	hyper	test
